id,transmit_time,device_id,fLat,fLon,entered_water,left_water,resurfaced,scheduled,remains_at_surface,moved,fH20Temp,nTimeToNxtUpd,fDepthMean,nSOC,low_battery,nDiveCount,fVelocity,fDepthMax,nDiveSeconds,is_backup,created_at,updated_at
130,"2025-05-29 15:33:50",2253,37.47123336792,-121.94026947021,1,,,1,,,,15,,96,,,0.11999999731779,,,0,2025-06-12T22:33:22.000000Z,2025-06-13T02:04:27.000000Z
134,"2025-05-29 15:48:52",2253,37.471290588379,-121.94020080566,,,,1,,,,15,,96,,,0.03999999910593,,,0,2025-06-12T22:33:22.000000Z,2025-06-13T02:04:27.000000Z
139,"2025-05-29 16:03:56",2253,37.471183776855,-121.94023132324,,,,1,,,,15,,96,,,0.14000000059605,,,0,2025-06-12T22:33:22.000000Z,2025-06-13T02:04:27.000000Z
142,"2025-05-29 16:18:17",2253,37.471183776855,-121.94023132324,,1,,,,,,0,,96,,,0,,,0,2025-06-12T22:33:23.000000Z,2025-06-13T02:04:27.000000Z
145,"2025-04-22 19:14:18",2253,37.471145629883,-121.94027709961,1,,,1,,,28.582654953003,15,,100,,,0.029999999329448,,,0,2025-06-12T22:33:23.000000Z,2025-06-13T02:04:27.000000Z
150,"2025-04-22 19:29:50",2253,37.471160888672,-121.94020843506,,,,1,,,28.98916053772,15,,100,,,0.60000002384186,,,0,2025-06-12T22:33:23.000000Z,2025-06-13T02:04:27.000000Z
154,"2025-04-22 19:44:35",2253,37.471160888672,-121.94020843506,,1,,,,,29.073863983154,0,,100,,,0,,,0,2025-06-12T22:33:23.000000Z,2025-06-13T02:04:27.000000Z
158,"2025-04-22 20:15:50",2253,37.47093963623,-121.93997955322,1,,,1,,,30.582090377808,15,,98,,,0.03999999910593,,,0,2025-06-12T22:33:24.000000Z,2025-06-13T02:04:27.000000Z
162,"2025-04-22 20:30:02",2253,37.471157073975,-121.94023132324,,,,1,,,31.717868804932,15,,98,,,0.0099999997764826,,,0,2025-06-12T22:33:24.000000Z,2025-06-13T02:04:27.000000Z
165,"2025-04-22 20:44:51",2253,37.471145629883,-121.94020080566,,,,1,,,32.229507446289,15,,98,,,0.0099999997764826,,,0,2025-06-12T22:33:24.000000Z,2025-06-13T02:04:27.000000Z
170,"2025-04-22 21:14:14",2253,37.471145629883,-121.94020080566,,1,,,,,32.61311340332,0,,97,,,0,,,0,2025-06-12T22:33:25.000000Z,2025-06-13T02:04:27.000000Z
177,"2025-04-23 16:26:37",2253,37.471336364746,-121.94023895264,1,,,1,,,24.337778091431,15,,100,,,0.03999999910593,,,0,2025-06-12T22:33:25.000000Z,2025-06-13T02:04:27.000000Z
181,"2025-04-23 16:40:56",2253,37.471240997314,-121.94023895264,,,,1,,,24.231111526489,15,,100,,,0.03999999910593,,,0,2025-06-12T22:33:26.000000Z,2025-06-13T02:04:27.000000Z
185,"2025-04-23 16:56:52",2253,37.471519470215,-121.94013214111,,,,1,,,24.064443588257,15,,100,,,0.30000001192093,,,0,2025-06-12T22:33:26.000000Z,2025-06-13T02:04:27.000000Z
189,"2025-04-23 17:12:12",2253,37.471305847168,-121.94024658203,,,,1,,,23.919662475586,15,,100,,,0.10999999940395,,,0,2025-06-12T22:33:26.000000Z,2025-06-13T02:04:27.000000Z
193,"2025-04-23 17:26:16",2253,37.471305847168,-121.94024658203,,1,,,,,23.811840057373,0,,100,,,0,,,0,2025-06-12T22:33:26.000000Z,2025-06-13T02:04:27.000000Z
130,"2025-05-29 15:33:50",2253,37.47123336792,-121.94026947021,1,,,1,,,,15,,96,,,0.11999999731779,,,0,2025-06-12T22:33:22.000000Z,2025-06-13T02:04:27.000000Z
134,"2025-05-29 15:48:52",2253,37.471290588379,-121.94020080566,,,,1,,,,15,,96,,,0.03999999910593,,,0,2025-06-12T22:33:22.000000Z,2025-06-13T02:04:27.000000Z
139,"2025-05-29 16:03:56",2253,37.471183776855,-121.94023132324,,,,1,,,,15,,96,,,0.14000000059605,,,0,2025-06-12T22:33:22.000000Z,2025-06-13T02:04:27.000000Z
142,"2025-05-29 16:18:17",2253,37.471183776855,-121.94023132324,,1,,,,,,0,,96,,,0,,,0,2025-06-12T22:33:23.000000Z,2025-06-13T02:04:27.000000Z
145,"2025-04-22 19:14:18",2253,37.471145629883,-121.94027709961,1,,,1,,,28.582654953003,15,,100,,,0.029999999329448,,,0,2025-06-12T22:33:23.000000Z,2025-06-13T02:04:27.000000Z
150,"2025-04-22 19:29:50",2253,37.471160888672,-121.94020843506,,,,1,,,28.98916053772,15,,100,,,0.60000002384186,,,0,2025-06-12T22:33:23.000000Z,2025-06-13T02:04:27.000000Z
154,"2025-04-22 19:44:35",2253,37.471160888672,-121.94020843506,,1,,,,,29.073863983154,0,,100,,,0,,,0,2025-06-12T22:33:23.000000Z,2025-06-13T02:04:27.000000Z
158,"2025-04-22 20:15:50",2253,37.47093963623,-121.93997955322,1,,,1,,,30.582090377808,15,,98,,,0.03999999910593,,,0,2025-06-12T22:33:24.000000Z,2025-06-13T02:04:27.000000Z
162,"2025-04-22 20:30:02",2253,37.471157073975,-121.94023132324,,,,1,,,31.717868804932,15,,98,,,0.0099999997764826,,,0,2025-06-12T22:33:24.000000Z,2025-06-13T02:04:27.000000Z
165,"2025-04-22 20:44:51",2253,37.471145629883,-121.94020080566,,,,1,,,32.229507446289,15,,98,,,0.0099999997764826,,,0,2025-06-12T22:33:24.000000Z,2025-06-13T02:04:27.000000Z
170,"2025-04-22 21:14:14",2253,37.471145629883,-121.94020080566,,1,,,,,32.61311340332,0,,97,,,0,,,0,2025-06-12T22:33:25.000000Z,2025-06-13T02:04:27.000000Z
177,"2025-04-23 16:26:37",2253,37.471336364746,-121.94023895264,1,,,1,,,24.337778091431,15,,100,,,0.03999999910593,,,0,2025-06-12T22:33:25.000000Z,2025-06-13T02:04:27.000000Z
181,"2025-04-23 16:40:56",2253,37.471240997314,-121.94023895264,,,,1,,,24.231111526489,15,,100,,,0.03999999910593,,,0,2025-06-12T22:33:26.000000Z,2025-06-13T02:04:27.000000Z
185,"2025-04-23 16:56:52",2253,37.471519470215,-121.94013214111,,,,1,,,24.064443588257,15,,100,,,0.30000001192093,,,0,2025-06-12T22:33:26.000000Z,2025-06-13T02:04:27.000000Z
189,"2025-04-23 17:12:12",2253,37.471305847168,-121.94024658203,,,,1,,,23.919662475586,15,,100,,,0.10999999940395,,,0,2025-06-12T22:33:26.000000Z,2025-06-13T02:04:27.000000Z
